YEAR,MONTH,CATEGORY,ITEM CODE,WINE NAME,RETAIL SALES,RETAIL TRANSFERS,WAREHOUSE SALES,QUANTITY,IMAGE,PRICE PER UNIT,CUSTOMER ID,DATE,SPENDING LEVEL,DESCRIPTION
2015,1,red wine,22573,Pinot Noir,1.42,0.0,2.0,2.0,img48,11.47,C12637,2015-01-27,medium,"A delicate red grape from Burgundy and beyond; light-bodied with cherry, floral, and earthy tones."
2015,1,red wine,2259,Pinot Noir,1.42,0.0,25.0,25.0,img188,20.26,C08945,2015-01-19,high,"A delicate red grape from Burgundy and beyond; light-bodied with cherry, floral, and earthy tones."
2015,1,red wine,22681,Cabernet Sauvignon,1.42,0.0,1.0,1.0,img147,16.6,C82733,2015-01-21,medium,"A global red grape; full-bodied with blackcurrant, cedar, and firm tannins; ages well."
2015,1,red wine,22988,Pinot Noir,1.42,0.0,3.0,3.0,img163,11.83,C87035,2015-01-24,medium,"A delicate red grape from Burgundy and beyond; light-bodied with cherry, floral, and earthy tones."
2015,1,red wine,22996,Nebbiolo,1.42,0.0,9.0,9.0,img8,17.43,C95709,2015-01-25,medium,"A Piedmont grape famed for Barolo and Barbaresco; offers rose, tar, and red fruit notes with high tannin."
2015,1,red wine,23054,Malbec,1.42,0.0,5.0,5.0,img17,10.52,C80137,2015-01-27,medium,"A dark, juicy red grape from Argentina and France; shows plum, blackberry, and cocoa notes."
2015,1,red wine,23079,Malbec,1.42,0.0,7.0,7.0,img171,23.64,C42512,2015-01-27,high,"A dark, juicy red grape from Argentina and France; shows plum, blackberry, and cocoa notes."
2015,1,red wine,23092,Pinot Noir,1.42,0.0,2.0,2.0,img153,13.88,C65277,2015-01-14,medium,"A delicate red grape from Burgundy and beyond; light-bodied with cherry, floral, and earthy tones."
2015,1,red wine,23133,Pinot Noir,1.42,0.0,41.0,41.0,img183,19.94,C87630,2015-01-02,medium,"A delicate red grape from Burgundy and beyond; light-bodied with cherry, floral, and earthy tones."
2015,1,red wine,23143,Pinot Noir,1.42,0.0,12.0,12.0,img186,14.68,C42663,2015-01-23,medium,"A delicate red grape from Burgundy and beyond; light-bodied with cherry, floral, and earthy tones."
2015,1,red wine,23258,Zinfandel,1.42,0.0,28.0,28.0,img192,17.8,C61104,2015-01-11,medium,"A bold red grape popular in California, producing jammy wines with blackberry, spice, and pepper."
2015,1,red wine,23335,Cabernet Sauvignon,1.42,0.0,2.0,2.0,img161,18.2,C56351,2015-01-11,medium,"A global red grape; full-bodied with blackcurrant, cedar, and firm tannins; ages well."
2015,1,red wine,23364,Tempranillo,1.42,0.0,7.0,7.0,img168,12.77,C27546,2015-01-01,medium,"Spain’s top red grape, key in Rioja wines; offers dried cherry, tobacco, and leather flavors."
2015,1,red wine,23514,Nebbiolo,1.42,0.0,5.0,5.0,img35,24.09,C93771,2015-01-12,high,"A Piedmont grape famed for Barolo and Barbaresco; offers rose, tar, and red fruit notes with high tannin."
2015,1,red wine,23528,Syrah/Shiraz,1.42,0.0,40.0,40.0,img38,18.97,C10525,2015-01-26,medium,"Known as Syrah in France and Shiraz in Australia; rich, full-bodied, with dark fruit and pepper."
2015,1,red wine,23551,Grenache,1.42,0.0,1.0,1.0,img176,23.83,C91271,2015-01-28,high,A warm-climate red grape; juicy and spicy with red berry and herbal notes; popular in GSM blends.
2015,1,red wine,23667,Cabernet Sauvignon,1.42,0.0,1.0,1.0,img151,11.33,C62202,2015-01-21,medium,"A global red grape; full-bodied with blackcurrant, cedar, and firm tannins; ages well."
2015,1,red wine,23669,Zinfandel,1.42,0.0,1.0,1.0,img31,12.94,C77731,2015-01-12,medium,"A bold red grape popular in California, producing jammy wines with blackberry, spice, and pepper."
2015,1,red wine,23712,Sangiovese,1.42,0.0,9.0,9.0,img50,15.83,C45769,2015-01-17,medium,"An Italian red grape known for bright acidity, firm tannins, and cherry flavors; key in Chianti wines."
2015,1,red wine,23729,Tempranillo,1.42,0.0,83.0,83.0,img45,14.07,C05311,2015-01-03,medium,"Spain’s top red grape, key in Rioja wines; offers dried cherry, tobacco, and leather flavors."
2015,1,red wine,23866,Cabernet Sauvignon,1.42,0.0,8.0,8.0,img190,18.14,C37444,2015-01-02,medium,"A global red grape; full-bodied with blackcurrant, cedar, and firm tannins; ages well."
2015,1,red wine,24012,Tempranillo,1.42,0.0,45.0,45.0,img2,11.12,C01452,2015-01-10,medium,"Spain’s top red grape, key in Rioja wines; offers dried cherry, tobacco, and leather flavors."
2015,1,red wine,24021,Merlot,1.42,0.0,1.0,1.0,img6,21.58,C24749,2015-01-08,high,"A smooth, medium-to-full bodied red grape; plum, chocolate, and soft tannins make it approachable."
2015,1,red wine,24038,Pinot Noir,1.42,0.0,39.0,39.0,img162,12.98,C27152,2015-01-09,medium,"A delicate red grape from Burgundy and beyond; light-bodied with cherry, floral, and earthy tones."
2015,1,red wine,24362,Pinot Noir,1.42,0.0,2.0,2.0,img16,22.23,C76893,2015-01-06,high,"A delicate red grape from Burgundy and beyond; light-bodied with cherry, floral, and earthy tones."
2015,1,red wine,24553,Malbec,1.42,0.0,2.0,2.0,img29,21.57,C71039,2015-01-15,high,"A dark, juicy red grape from Argentina and France; shows plum, blackberry, and cocoa notes."
2015,1,red wine,24612,Zinfandel,1.42,0.0,1.0,1.0,img46,11.11,C99404,2015-01-04,medium,"A bold red grape popular in California, producing jammy wines with blackberry, spice, and pepper."
2015,1,red wine,24620,Malbec,1.42,0.0,2.0,2.0,img180,15.38,C25831,2015-01-26,medium,"A dark, juicy red grape from Argentina and France; shows plum, blackberry, and cocoa notes."
2015,1,red wine,24776,Zinfandel,1.42,0.0,1.0,1.0,img21,22.95,C29673,2015-01-04,high,"A bold red grape popular in California, producing jammy wines with blackberry, spice, and pepper."
2015,1,red wine,25564,Grenache,1.42,0.0,24.0,24.0,img179,17.08,C71883,2015-01-26,medium,A warm-climate red grape; juicy and spicy with red berry and herbal notes; popular in GSM blends.
2015,1,red wine,25581,Cabernet Sauvignon,1.42,0.0,17.0,17.0,img154,21.41,C01082,2015-01-06,high,"A global red grape; full-bodied with blackcurrant, cedar, and firm tannins; ages well."
2015,1,red wine,25587,Tempranillo,1.42,0.0,3.0,3.0,img33,18.42,C11083,2015-01-23,medium,"Spain’s top red grape, key in Rioja wines; offers dried cherry, tobacco, and leather flavors."
2015,1,red wine,25590,Nebbiolo,1.42,0.0,4.0,4.0,img152,21.56,C88795,2015-01-08,high,"A Piedmont grape famed for Barolo and Barbaresco; offers rose, tar, and red fruit notes with high tannin."
2015,1,red wine,25669,Nebbiolo,1.42,0.0,1.0,1.0,img57,17.41,C26182,2015-01-15,medium,"A Piedmont grape famed for Barolo and Barbaresco; offers rose, tar, and red fruit notes with high tannin."
2015,1,red wine,25742,Pinot Noir,1.42,0.0,6.0,6.0,img43,16.41,C38419,2015-01-02,medium,"A delicate red grape from Burgundy and beyond; light-bodied with cherry, floral, and earthy tones."
2015,1,red wine,25743,Cabernet Sauvignon,1.42,0.0,6.0,6.0,img167,10.38,C61708,2015-01-13,medium,"A global red grape; full-bodied with blackcurrant, cedar, and firm tannins; ages well."
2015,1,red wine,25903,Malbec,1.42,0.0,3.0,3.0,img19,14.72,C82598,2015-01-06,medium,"A dark, juicy red grape from Argentina and France; shows plum, blackberry, and cocoa notes."
2015,1,red wine,25961,Syrah/Shiraz,1.42,0.0,15.0,15.0,img173,17.63,C19587,2015-01-09,medium,"Known as Syrah in France and Shiraz in Australia; rich, full-bodied, with dark fruit and pepper."
2015,1,red wine,26019,Pinot Noir,1.42,0.0,7.0,7.0,img34,23.61,C57563,2015-01-24,high,"A delicate red grape from Burgundy and beyond; light-bodied with cherry, floral, and earthy tones."
2015,1,red wine,26156,Pinot Noir,1.42,0.0,7.0,7.0,img170,13.43,C87904,2015-01-24,medium,"A delicate red grape from Burgundy and beyond; light-bodied with cherry, floral, and earthy tones."
2015,1,red wine,26165,Syrah/Shiraz,1.42,0.0,10.0,10.0,img164,11.15,C80982,2015-01-11,medium,"Known as Syrah in France and Shiraz in Australia; rich, full-bodied, with dark fruit and pepper."
2015,1,red wine,26215,Malbec,1.42,0.0,7.0,7.0,img23,14.35,C46064,2015-01-14,medium,"A dark, juicy red grape from Argentina and France; shows plum, blackberry, and cocoa notes."
2015,1,red wine,26242,Nebbiolo,1.42,0.0,26.0,26.0,img30,12.42,C36511,2015-01-07,medium,"A Piedmont grape famed for Barolo and Barbaresco; offers rose, tar, and red fruit notes with high tannin."
2015,1,red wine,26350,Tempranillo,1.42,0.0,1.0,1.0,img26,23.07,C88905,2015-01-28,high,"Spain’s top red grape, key in Rioja wines; offers dried cherry, tobacco, and leather flavors."
2015,1,red wine,26788,Zinfandel,1.42,0.0,4.0,4.0,img53,11.8,C22309,2015-01-16,medium,"A bold red grape popular in California, producing jammy wines with blackberry, spice, and pepper."
2015,1,red wine,26938,Sangiovese,1.42,0.0,3.0,3.0,img14,17.78,C33656,2015-01-19,medium,"An Italian red grape known for bright acidity, firm tannins, and cherry flavors; key in Chianti wines."
2015,1,red wine,27815,Zinfandel,1.42,0.0,3.0,3.0,img32,13.78,C18747,2015-01-22,medium,"A bold red grape popular in California, producing jammy wines with blackberry, spice, and pepper."
2015,1,red wine,27853,Sangiovese,1.42,0.0,2.0,2.0,img28,17.46,C71795,2015-01-22,medium,"An Italian red grape known for bright acidity, firm tannins, and cherry flavors; key in Chianti wines."
2015,1,red wine,27885,Zinfandel,1.42,0.0,4.0,4.0,img185,14.51,C26471,2015-01-19,medium,"A bold red grape popular in California, producing jammy wines with blackberry, spice, and pepper."
2015,1,red wine,28392,Merlot,1.42,0.0,7.0,7.0,img52,24.78,C34984,2015-01-03,high,"A smooth, medium-to-full bodied red grape; plum, chocolate, and soft tannins make it approachable."
2015,1,red wine,28401,Pinot Noir,1.42,0.0,5.0,5.0,img1,13.63,C80790,2015-01-07,medium,"A delicate red grape from Burgundy and beyond; light-bodied with cherry, floral, and earthy tones."
2015,1,red wine,28433,Cabernet Sauvignon,1.42,0.0,5.0,5.0,img155,20.08,C87744,2015-01-18,high,"A global red grape; full-bodied with blackcurrant, cedar, and firm tannins; ages well."
2015,1,red wine,28438,Nebbiolo,1.42,0.0,24.0,24.0,img187,21.42,C60346,2015-01-10,high,"A Piedmont grape famed for Barolo and Barbaresco; offers rose, tar, and red fruit notes with high tannin."
2015,1,red wine,28442,Pinot Noir,1.42,0.0,15.0,15.0,img55,13.56,C33091,2015-01-22,medium,"A delicate red grape from Burgundy and beyond; light-bodied with cherry, floral, and earthy tones."
2015,1,red wine,28482,Cabernet Sauvignon,1.42,0.0,4.0,4.0,img191,19.48,C06293,2015-01-18,medium,"A global red grape; full-bodied with blackcurrant, cedar, and firm tannins; ages well."
2015,1,red wine,28612,Pinot Noir,1.42,0.0,68.0,68.0,img5,22.53,C10221,2015-01-25,high,"A delicate red grape from Burgundy and beyond; light-bodied with cherry, floral, and earthy tones."
2015,1,red wine,28833,Nebbiolo,1.42,0.0,5.0,5.0,img193,10.25,C74187,2015-01-21,medium,"A Piedmont grape famed for Barolo and Barbaresco; offers rose, tar, and red fruit notes with high tannin."
2015,1,red wine,29865,Malbec,1.42,0.0,1.0,1.0,img47,12.06,C73755,2015-01-07,medium,"A dark, juicy red grape from Argentina and France; shows plum, blackberry, and cocoa notes."
2015,1,red wine,31091,Malbec,1.42,0.0,6.0,6.0,img160,23.46,C32110,2015-01-18,high,"A dark, juicy red grape from Argentina and France; shows plum, blackberry, and cocoa notes."
2015,1,red wine,31121,Cabernet Sauvignon,1.42,0.0,3.0,3.0,img144,19.5,C70003,2015-01-26,medium,"A global red grape; full-bodied with blackcurrant, cedar, and firm tannins; ages well."
2015,1,red wine,3310,Tempranillo,1.42,0.0,4.0,4.0,img172,15.24,C96939,2015-01-27,medium,"Spain’s top red grape, key in Rioja wines; offers dried cherry, tobacco, and leather flavors."
2015,1,red wine,347253,Tempranillo,1.42,0.0,1.0,1.0,img143,19.63,C67516,2015-01-01,medium,"Spain’s top red grape, key in Rioja wines; offers dried cherry, tobacco, and leather flavors."
2015,1,red wine,50518,Tempranillo,1.42,0.0,1.0,1.0,img4,20.68,C96663,2015-01-02,high,"Spain’s top red grape, key in Rioja wines; offers dried cherry, tobacco, and leather flavors."
2015,1,red wine,50641,Malbec,1.42,0.0,6.0,6.0,img184,14.88,C87147,2015-01-11,medium,"A dark, juicy red grape from Argentina and France; shows plum, blackberry, and cocoa notes."
2015,1,red wine,50830,Grenache,1.42,0.0,1.0,1.0,img9,18.65,C31501,2015-01-19,medium,A warm-climate red grape; juicy and spicy with red berry and herbal notes; popular in GSM blends.
2015,1,red wine,60592,Malbec,1.42,0.0,1.0,1.0,img37,24.04,C44228,2015-01-04,high,"A dark, juicy red grape from Argentina and France; shows plum, blackberry, and cocoa notes."
2015,1,red wine,62396,Pinot Noir,1.42,0.0,1.0,1.0,img40,11.41,C38512,2015-01-17,medium,"A delicate red grape from Burgundy and beyond; light-bodied with cherry, floral, and earthy tones."
2015,1,red wine,62411,Grenache,1.42,0.0,1.0,1.0,img42,18.86,C09741,2015-01-19,medium,A warm-climate red grape; juicy and spicy with red berry and herbal notes; popular in GSM blends.
2015,1,red wine,62419,Cabernet Sauvignon,1.42,0.0,2.0,2.0,img11,10.46,C05646,2015-01-24,medium,"A global red grape; full-bodied with blackcurrant, cedar, and firm tannins; ages well."
2015,1,red wine,62555,Tempranillo,1.42,0.0,2.0,2.0,img20,17.83,C58536,2015-01-04,medium,"Spain’s top red grape, key in Rioja wines; offers dried cherry, tobacco, and leather flavors."
2015,1,red wine,62800,Tempranillo,1.42,0.0,1.0,1.0,img189,18.11,C14632,2015-01-11,medium,"Spain’s top red grape, key in Rioja wines; offers dried cherry, tobacco, and leather flavors."
2015,1,red wine,62910,Zinfandel,1.42,0.0,1.0,1.0,img174,12.35,C48420,2015-01-13,medium,"A bold red grape popular in California, producing jammy wines with blackberry, spice, and pepper."
2015,1,red wine,62922,Zinfandel,1.42,0.0,4.0,4.0,img54,13.75,C59050,2015-01-26,medium,"A bold red grape popular in California, producing jammy wines with blackberry, spice, and pepper."
2015,1,red wine,63014,Pinot Noir,1.42,0.0,1.0,1.0,img13,16.29,C67285,2015-01-27,medium,"A delicate red grape from Burgundy and beyond; light-bodied with cherry, floral, and earthy tones."
2015,1,red wine,63101,Merlot,1.42,0.0,3.0,3.0,img146,19.39,C03103,2015-01-04,medium,"A smooth, medium-to-full bodied red grape; plum, chocolate, and soft tannins make it approachable."
2015,1,red wine,63103,Nebbiolo,1.42,0.0,1.0,1.0,img39,17.55,C83169,2015-01-24,medium,"A Piedmont grape famed for Barolo and Barbaresco; offers rose, tar, and red fruit notes with high tannin."
2015,1,red wine,63110,Nebbiolo,1.42,0.0,2.0,2.0,img44,11.06,C89299,2015-01-15,medium,"A Piedmont grape famed for Barolo and Barbaresco; offers rose, tar, and red fruit notes with high tannin."
2015,1,red wine,77607,Malbec,1.42,0.0,9.0,9.0,img149,15.79,C91575,2015-01-07,medium,"A dark, juicy red grape from Argentina and France; shows plum, blackberry, and cocoa notes."
2015,1,red wine,78069,Zinfandel,1.42,0.0,30.0,30.0,img36,24.42,C57037,2015-01-15,high,"A bold red grape popular in California, producing jammy wines with blackberry, spice, and pepper."
2015,1,white wine,10346,Pinot Grigio,3.75,11.0,12.0,23.0,img220,19.36,C74270,2015-01-23,medium,
2015,1,white wine,1001,Chenin Blanc,4.0,8.0,2.0,2.0,img79,10.01,C56939,2015-01-15,medium,
2015,1,white wine,10014,Riesling,4.0,8.0,1.0,1.0,img90,11.14,C48613,2015-01-03,medium,
2015,1,white wine,10095,Pinot Grigio,5.0,5.0,3.0,8.0,img206,17.74,C50652,2015-01-02,medium,
2015,1,white wine,10271,Moscato,0.67,2.0,8.0,10.0,img231,14.22,C63687,2015-01-13,medium,
2015,1,white wine,10345,Semillon,6.41,5.0,12.0,5.0,img241,13.44,C24973,2015-01-27,medium,
2015,1,white wine,10407,Viognier,0.5,8.0,3.0,3.0,img244,15.22,C73546,2015-01-19,medium,
2015,1,white wine,10430,Semillon,41.66,53.0,119.0,172.0,img74,19.65,C73216,2015-01-13,medium,
2015,1,white wine,10431,Semillon,11.25,21.0,138.0,159.0,img91,15.01,C09316,2015-01-17,medium,
2015,1,white wine,10432,Moscato,1.0,1.0,34.0,35.0,img203,13.59,C03508,2015-01-27,medium,
2015,1,white wine,10434,Gruner Veltliner,79.5,101.0,223.0,324.0,img200,14.51,C21493,2015-01-28,medium,
2015,1,white wine,10435,Chenin Blanc,16.46,19.0,74.0,93.0,img214,17.7,C77955,2015-01-13,medium,
2015,1,white wine,10436,Gewurztraminer,43.91,42.75,129.5,172.25,img226,15.35,C50286,2015-01-16,medium,
2015,1,white wine,10437,Gruner Veltliner,2.5,4.0,30.0,34.0,img201,15.76,C82818,2015-01-20,medium,
2015,1,white wine,10438,Gewurztraminer,11.21,15.0,32.0,47.0,img217,19.66,C34515,2015-01-15,medium,
2015,1,white wine,10475,Viognier,4.0,8.0,1.0,1.0,img199,15.42,C95700,2015-01-12,medium,
2015,1,white wine,10478,Gewurztraminer,4.0,8.0,12.0,13.0,img227,12.56,C65403,2015-01-26,medium,
2015,1,white wine,1058,Chardonnay,12.5,15.0,14.0,29.0,img94,16.3,C70826,2015-01-19,medium,
2015,1,white wine,10593,Moscato,4.0,8.0,13.0,13.0,img197,15.91,C90135,2015-01-13,medium,
2015,1,white wine,10603,Sauvignon Blanc,0.32,1.0,2.0,3.0,img84,8.17,C97053,2015-01-13,low,
2015,1,white wine,10609,Pinot Grigio,0.5,1.0,8.0,9.0,img83,13.61,C02594,2015-01-03,medium,
2015,1,white wine,10610,Semillon,4.0,8.0,4.0,4.0,img210,16.91,C73316,2015-01-09,medium,
2015,1,white wine,10615,Chardonnay,4.0,8.0,1.0,1.0,img233,13.99,C58152,2015-01-23,medium,
2015,1,white wine,10646,Pinot Grigio,0.25,8.0,6.0,6.0,img240,17.36,C83258,2015-01-06,medium,
2015,1,white wine,10686,Sauvignon Blanc,4.0,8.0,1.0,1.0,img68,13.41,C59361,2015-01-02,medium,
2015,1,white wine,10714,Chardonnay,4.0,8.0,12.0,13.0,img253,9.11,C49068,2015-01-03,low,
2015,1,white wine,10768,Pinot Grigio,4.0,8.0,2.0,2.0,img85,13.16,C08979,2015-01-23,medium,
2015,1,white wine,10818,Chenin Blanc,0.34,8.0,12.0,13.0,img236,14.5,C09467,2015-01-17,medium,
2015,1,white wine,10910,Chardonnay,1.25,8.0,3.0,3.0,img76,15.58,C09752,2015-01-19,medium,
2015,1,white wine,10931,Moscato,8.0,11.0,214.0,225.0,img251,17.35,C46999,2015-01-11,medium,
2015,1,white wine,10934,Sauvignon Blanc,4.0,8.0,16.0,16.0,img61,12.5,C59444,2015-01-12,medium,
2015,1,white wine,10936,Moscato,4.0,8.0,20.0,20.0,img75,14.81,C12723,2015-01-25,medium,
2015,1,white wine,10994,Chenin Blanc,4.0,8.0,9.0,9.0,img202,18.45,C96458,2015-01-18,medium,
2015,1,white wine,11496,Moscato,4.0,8.0,14.0,14.0,img247,18.55,C32491,2015-01-16,medium,
2015,1,white wine,11056,Sauvignon Blanc,4.0,8.0,18.0,18.0,img246,9.1,C88913,2015-01-24,low,
2015,1,white wine,11057,Gewurztraminer,4.0,8.0,11.0,11.0,img195,10.01,C10211,2015-01-27,medium,
2015,1,white wine,11083,Semillon,4.0,8.0,126.75,126.75,img194,15.88,C70617,2015-01-02,medium,
2015,1,white wine,11108,Pinot Grigio,4.0,8.0,2.0,2.0,img96,11.98,C96098,2015-01-24,medium,
2015,1,white wine,11109,Semillon,4.0,8.0,1.0,1.0,img78,16.01,C28939,2015-01-07,medium,
2015,1,white wine,11271,Viognier,4.0,8.0,2.0,2.0,img213,19.25,C43924,2015-01-12,medium,
2015,1,white wine,11272,Chardonnay,4.0,8.0,1.0,1.0,img81,15.82,C88236,2015-01-28,medium,
2015,1,white wine,11354,Sauvignon Blanc,4.0,8.0,5.0,5.0,img248,14.96,C66121,2015-01-19,medium,
2015,1,white wine,11360,Moscato,0.5,8.0,10.0,10.0,img82,12.2,C20848,2015-01-26,medium,
2015,1,white wine,11520,Moscato,4.0,8.0,1.0,1.0,img70,15.18,C29959,2015-01-05,medium,
2015,1,white wine,11523,Pinot Grigio,4.0,8.0,1.0,1.0,img211,14.29,C34422,2015-01-21,medium,
2015,1,white wine,11535,Riesling,4.5,5.0,10.25,15.25,img80,16.63,C27199,2015-01-22,medium,
2015,1,white wine,11536,Riesling,10.25,9.0,47.0,56.0,img205,8.48,C74748,2015-01-11,low,
2015,1,white wine,11654,Viognier,4.0,8.0,3.0,3.0,img232,15.94,C66156,2015-01-24,medium,
2015,1,white wine,11655,Semillon,4.0,8.0,4.0,4.0,img66,9.89,C36570,2015-01-10,low,
2015,1,white wine,11803,Gewurztraminer,1.3,8.0,3.0,3.0,img250,11.71,C12375,2015-01-24,medium,
2015,1,white wine,11888,Gruner Veltliner,4.0,8.0,3.0,3.0,img72,14.93,C28674,2015-01-18,medium,
2015,1,white wine,11928,Chenin Blanc,4.0,8.0,1.0,1.0,img245,11.03,C14155,2015-01-17,medium,
2015,1,white wine,12050,Semillon,4.0,8.0,5.0,5.0,img62,17.38,C63351,2015-01-24,medium,
2015,1,white wine,12060,Chardonnay,4.0,8.0,30.0,30.0,img235,17.96,C27918,2015-01-17,medium,
2015,1,white wine,12085,Semillon,4.0,8.0,4.0,4.0,img208,13.14,C90954,2015-01-05,medium,
2015,1,white wine,12097,Chenin Blanc,4.0,8.0,3.0,3.0,img87,18.49,C20010,2015-01-15,medium,
2015,1,white wine,12102,Gruner Veltliner,4.0,8.0,20.0,20.0,img221,19.49,C98904,2015-01-17,medium,
2015,1,white wine,12193,Sauvignon Blanc,11.0,15.0,120.0,135.0,img237,14.98,C52432,2015-01-16,medium,
2015,1,white wine,12227,Gruner Veltliner,4.0,8.0,5.0,5.0,img216,17.57,C06157,2015-01-16,medium,
